Date,Benzene,CS2,Ozone,SO2,Toluene,Xylene,Wind Direction,Wind Speed,Wind Origin
8/16/15 23:30,2.5,2.5,15.52,2.5,2.5,2.5,151,11,SSE
8/16/15 23:35,2.5,2.5,15.08,2.5,2.5,2.5,151,9,SSE
8/16/15 23:40,2.5,2.5,15.05,2.5,2.5,2.5,147,10,SSE
8/16/15 23:45,2.5,2.5,15.39,2.5,2.5,2.5,149,9,SSE
8/16/15 23:50,2.5,2.5,14.75,2.5,2.5,2.5,149,8,SSE
8/16/15 23:55,2.5,2.5,15.04,2.5,2.5,2.5,138,6,SE
8/17/15 0:00,2.5,2.5,14.99,2.5,2.5,2.5,137,7,SE
8/17/15 0:05,2.5,2.5,14.89,2.5,2.5,2.5,144,7,SE
8/17/15 0:10,2.5,2.5,14.55,2.5,2.5,2.5,133,6,SE
8/17/15 0:15,2.5,2.5,13.72,2.5,2.5,2.5,135,7,SE
8/17/15 0:20,2.5,2.5,14.06,2.5,2.5,2.5,153,6,SSE
8/17/15 0:25,2.5,2.5,12.67,2.5,2.5,2.5,148,5,SSE
8/17/15 0:30,2.5,2.5,13.37,2.5,2.5,2.5,145,8,SE
8/17/15 0:35,2.5,2.5,13.78,2.5,2.5,2.5,154,6,SSE
8/17/15 0:40,2.5,2.5,13.71,2.5,2.5,2.5,144,7,SE
8/17/15 0:45,2.5,2.5,13.13,2.5,2.5,2.5,143,7,SE
8/17/15 0:50,2.5,2.5,13.99,2.5,2.5,2.5,146,9,SE
8/17/15 0:55,2.5,2.5,14.2,2.5,2.5,2.5,140,9,SE
8/17/15 1:00,2.5,2.5,13.76,2.5,2.5,2.5,146,9,SE
8/17/15 1:05,2.5,2.5,13.35,2.5,2.5,2.5,147,14,SSE
8/17/15 1:10,2.5,2.5,12.68,2.5,2.5,2.5,152,11,SSE
8/17/15 1:15,2.5,2.5,13.34,2.5,2.5,2.5,153,12,SSE
8/17/15 1:20,2.5,2.5,14.71,2.5,2.5,2.5,151,13,SSE
8/17/15 1:25,2.5,2.5,16.57,2.5,2.5,2.5,153,12,SSE
8/17/15 1:30,2.5,2.5,17.07,2.5,2.5,2.5,156,11,SSE
8/17/15 1:35,2.5,2.5,18.19,2.5,2.5,2.5,149,10,SSE
8/17/15 1:40,2.5,2.5,17.97,2.5,2.5,2.5,149,11,SSE
8/17/15 1:45,2.5,2.5,18.79,2.5,2.5,2.5,149,11,SSE
8/17/15 1:50,2.5,2.5,18.91,2.5,2.5,2.5,151,12,SSE
8/17/15 1:55,2.5,2.5,19.29,2.5,2.5,2.5,153,12,SSE
8/17/15 2:00,2.5,2.5,20.28,2.5,2.5,2.5,155,12,SSE
8/17/15 2:05,2.5,2.5,20.27,2.5,2.5,2.5,154,12,SSE
8/17/15 2:10,2.5,2.5,21.15,2.5,2.5,2.5,152,12,SSE
8/17/15 2:15,2.5,2.5,21.84,2.5,2.5,2.5,153,11,SSE
8/17/15 2:20,2.5,2.5,22.38,2.5,2.5,2.5,153,11,SSE
8/17/15 2:25,2.5,2.5,22.5,2.5,2.5,2.5,151,10,SSE
8/17/15 2:30,2.5,2.5,22.24,2.5,2.5,2.5,152,11,SSE
8/17/15 2:35,2.5,2.5,21.82,2.5,2.5,2.5,151,10,SSE
8/17/15 2:40,2.5,2.5,21.86,2.5,2.5,2.5,148,8,SSE
8/17/15 2:45,2.5,2.5,21.28,2.5,2.5,2.5,154,8,SSE
8/17/15 2:50,2.5,2.5,21.5,2.5,2.5,2.5,152,7,SSE
8/17/15 2:55,2.5,2.5,20.72,2.5,2.5,2.5,146,7,SE
8/17/15 3:00,2.5,2.5,19.74,2.5,2.5,2.5,151,7,SSE
8/17/15 3:05,2.5,2.5,19.24,2.5,2.5,2.5,143,7,SE
8/17/15 3:10,2.5,2.5,17.17,2.5,2.5,2.5,146,7,SE
8/17/15 3:15,2.5,2.5,16.49,2.5,2.5,2.5,146,6,SE
8/17/15 3:20,2.5,2.5,15.77,2.5,2.5,2.5,151,6,SSE
8/17/15 3:25,2.5,2.5,15.18,2.5,2.5,2.5,143,6,SE
8/17/15 3:30,2.5,2.5,14.72,2.5,2.5,2.5,149,5,SSE
8/17/15 3:35,2.5,2.5,15.56,2.5,2.5,2.5,163,5,SSE
8/17/15 3:40,2.5,2.5,14.74,2.5,2.5,2.5,187,5,S
8/17/15 3:45,2.5,2.5,14.58,2.5,2.5,2.5,161,6,SSE
8/17/15 3:50,2.5,2.5,13.74,2.5,2.5,2.5,183,6,S
8/17/15 3:55,2.5,2.5,13.1,2.5,2.5,2.5,158,6,SSE
8/17/15 4:00,2.5,2.5,14.13,2.5,2.5,2.5,183,7,S
8/17/15 4:05,2.5,2.5,13.88,2.5,2.5,2.5,163,5,SSE
8/17/15 4:10,2.5,2.5,14.26,2.5,2.5,2.5,180,5,S
8/17/15 4:15,2.5,2.5,13.87,2.5,2.5,2.5,175,6,S
8/17/15 4:20,2.5,2.5,13.1,2.5,2.5,2.5,149,6,SSE
8/17/15 4:25,2.5,2.5,12.26,2.5,2.5,2.5,155,5,SSE
8/17/15 4:30,2.5,2.5,12.4,2.5,2.5,2.5,149,6,SSE
8/17/15 4:35,2.5,2.5,12.24,2.5,2.5,2.5,155,6,SSE
8/17/15 4:40,2.5,2.5,12.94,2.5,2.5,2.5,155,6,SSE
8/17/15 4:45,2.5,2.5,12.68,2.5,2.5,2.5,155,6,SSE
8/17/15 4:50,2.5,2.5,12.25,2.5,2.5,2.5,173,3,S
8/17/15 4:55,2.5,2.5,12.57,2.5,2.5,2.5,183,4,S
8/17/15 5:00,2.5,2.5,13.48,2.5,2.5,2.5,167,3,SSE
8/17/15 5:05,2.5,2.5,13.48,2.5,2.5,2.5,179,4,S
8/17/15 5:10,2.5,2.5,13.1,2.5,2.5,2.5,162,4,SSE
8/17/15 5:15,2.5,2.5,12,2.5,2.5,2.5,129,3,SE
8/17/15 5:20,2.5,2.5,12.49,2.5,2.5,2.5,146,2,SE
8/17/15 5:25,2.5,2.5,12.18,2.5,2.5,2.5,107,3,ESE
8/17/15 5:30,2.5,2.5,10.96,2.5,2.5,2.5,150,4,SSE
8/17/15 5:35,2.5,2.5,10.41,2.5,2.5,2.5,148,4,SSE
8/17/15 5:40,2.5,2.5,10.29,2.5,2.5,2.5,148,4,SSE
8/17/15 5:45,2.5,2.5,10.19,2.5,2.5,2.5,143,4,SE
8/17/15 5:50,2.5,2.5,10.93,2.5,2.5,2.5,153,4,SSE
8/17/15 5:55,2.5,2.5,10.84,2.5,2.5,2.5,150,4,SSE
8/17/15 6:00,2.5,2.5,11.05,2.5,2.5,2.5,151,4,SSE
8/17/15 6:05,2.5,2.5,11.45,2.5,2.5,2.5,178,3,S
8/17/15 6:10,2.5,2.5,11.85,2.5,2.5,2.5,197,3,SSW
8/17/15 6:15,2.5,2.5,12.1,2.5,2.5,2.5,189,3,S
8/17/15 6:20,2.5,2.5,12.13,2.5,2.5,2.5,170,2,S
8/17/15 6:25,2.5,2.5,11.52,2.5,2.5,2.5,155,4,SSE
8/17/15 6:30,2.5,2.5,10.94,2.5,2.5,2.5,158,5,SSE
8/17/15 6:35,2.5,2.5,10.75,2.5,2.5,2.5,151,6,SSE
8/17/15 6:40,2.5,2.5,11.18,2.5,2.5,2.5,147,5,SSE
8/17/15 6:45,2.5,2.5,10.31,2.5,2.5,2.5,151,5,SSE
8/17/15 6:50,2.5,2.5,10.26,2.5,2.5,2.5,149,5,SSE
8/17/15 6:55,2.5,2.5,10.87,2.5,2.5,2.5,151,4,SSE
8/17/15 7:00,2.5,2.5,11.08,2.5,2.5,2.5,144,5,SE
8/17/15 7:05,2.5,2.5,11.48,2.5,2.5,2.5,151,5,SSE
8/17/15 7:10,2.5,2.5,11.76,2.5,2.5,2.5,153,4,SSE
8/17/15 7:15,2.5,2.5,11.57,2.5,2.5,2.5,153,5,SSE
8/17/15 7:20,2.5,2.5,12.22,2.5,2.5,2.5,156,4,SSE
8/17/15 7:25,2.5,2.5,12.07,2.5,2.5,2.5,186,5,S
8/17/15 7:30,2.5,2.5,11.89,2.5,2.5,2.5,191,5,S
8/17/15 7:35,2.5,2.5,11.95,2.5,2.5,2.5,171,4,S
8/17/15 7:40,2.5,2.5,11.59,2.5,2.5,2.5,177,5,S
8/17/15 7:45,2.5,2.5,12.06,2.5,2.5,2.5,155,5,SSE
8/17/15 7:50,2.5,2.5,10.83,2.5,2.5,2.5,164,4,SSE
8/17/15 7:55,2.5,2.5,11.18,2.5,2.5,2.5,175,4,S
8/17/15 8:00,2.5,2.5,12.97,2.5,2.5,2.5,147,4,SSE
8/17/15 8:05,2.5,2.5,14.55,2.5,2.5,2.5,158,4,SSE
8/17/15 8:10,2.5,2.5,14.4,2.5,2.5,2.5,155,4,SSE
8/17/15 8:15,2.5,2.5,14.79,2.5,2.5,2.5,154,3,SSE
8/17/15 8:20,2.5,2.5,17.1,2.5,2.5,2.5,185,4,S
8/17/15 8:25,2.5,2.5,18.71,2.5,2.5,2.5,198,4,SSW
8/17/15 8:30,2.5,2.5,19.78,2.5,2.5,2.5,170,5,S
8/17/15 8:35,2.5,2.5,22.38,2.5,2.5,2.5,157,5,SSE
8/17/15 8:40,2.5,2.5,22.22,2.5,2.5,2.5,156,5,SSE
8/17/15 8:45,2.5,2.5,21.99,2.5,2.5,2.5,175,4,S
8/17/15 8:50,2.5,2.5,20.16,2.5,2.5,2.5,191,3,S
8/17/15 8:55,2.5,2.5,19.02,2.5,2.5,2.5,188,4,S
8/17/15 9:00,2.5,2.5,18.72,2.5,2.5,2.5,179,6,S
8/17/15 9:05,2.5,2.5,16.73,2.5,2.5,2.5,161,6,SSE
8/17/15 9:10,2.5,2.5,15.34,2.5,2.5,2.5,158,7,SSE
8/17/15 9:15,2.5,2.5,14,2.5,2.5,2.5,151,6,SSE
8/17/15 9:20,2.5,2.5,12.08,2.5,2.5,2.5,147,7,SSE
8/17/15 9:25,2.5,2.5,12.15,2.5,2.5,2.5,160,6,SSE
8/17/15 9:30,2.5,2.5,12.8,2.5,2.5,2.5,184,5,S
8/17/15 9:35,2.5,2.5,14.58,2.5,2.5,2.5,160,5,SSE
8/17/15 9:40,2.5,2.5,15.87,2.5,2.5,2.5,152,6,SSE
8/17/15 9:45,2.5,2.5,15.86,2.5,2.5,2.5,154,7,SSE
8/17/15 9:50,2.5,2.5,18.05,2.5,2.5,2.5,176,5,S
8/17/15 9:55,2.5,2.5,19.4,2.5,2.5,2.5,182,6,S
8/17/15 10:00,2.5,2.5,21.02,2.5,2.5,2.5,154,6,SSE
8/17/15 10:05,2.5,2.5,21.2,2.5,2.5,2.5,156,7,SSE
8/17/15 10:10,2.5,2.5,23.23,2.5,2.5,2.5,178,6,S
8/17/15 10:15,2.5,2.5,24.59,2.5,2.5,2.5,167,5,SSE
8/17/15 10:20,2.5,2.5,23.15,2.5,2.5,2.5,150,6,SSE
8/17/15 10:25,2.5,2.5,20.93,2.5,2.5,2.5,162,6,SSE
8/17/15 10:30,2.5,2.5,19.37,2.5,2.5,2.5,152,7,SSE
8/17/15 10:35,2.5,2.5,18.31,2.5,2.5,2.5,179,5,S
8/17/15 10:40,2.5,2.5,17.55,2.5,2.5,2.5,179,5,S
8/17/15 10:45,2.5,2.5,17.05,2.5,2.5,2.5,161,6,SSE
8/17/15 10:50,2.5,2.5,15.87,2.5,2.5,2.5,170,7,S
8/17/15 10:55,2.5,2.5,13.48,2.5,2.5,2.5,166,7,SSE
8/17/15 11:00,2.5,2.5,13.75,2.5,2.5,2.5,188,7,S
8/17/15 11:05,2.5,2.5,15.51,2.5,2.5,2.5,165,7,SSE
8/17/15 11:10,2.5,2.5,16.86,2.5,2.5,2.5,193,7,SSW
8/17/15 11:15,2.5,2.5,18.91,2.5,2.5,2.5,153,6,SSE
8/17/15 11:20,2.5,2.5,18.78,2.5,2.5,2.5,168,6,SSE
8/17/15 11:25,2.5,2.5,19.11,2.5,2.5,2.5,158,7,SSE
8/17/15 11:30,2.5,2.5,19.75,2.5,2.5,2.5,172,7,S
8/17/15 11:35,2.5,2.5,20.76,2.5,2.5,2.5,167,7,SSE
8/17/15 11:40,2.5,2.5,20.83,2.5,2.5,2.5,156,7,SSE
8/17/15 11:45,2.5,2.5,20.56,2.5,2.5,2.5,156,7,SSE
8/17/15 11:50,2.5,2.5,20.56,2.5,2.5,2.5,168,6,SSE
8/17/15 11:55,2.5,2.5,22.91,2.5,2.5,2.5,163,6,SSE
8/17/15 12:00,2.5,2.5,24.61,2.5,2.5,2.5,165,7,SSE
8/17/15 12:05,2.5,2.5,24.29,2.5,2.5,2.5,158,8,SSE
8/17/15 12:10,2.5,2.5,22.39,2.5,2.5,2.5,160,8,SSE
8/17/15 12:15,2.5,2.5,19.62,2.5,2.5,2.5,161,8,SSE
8/17/15 12:20,2.5,2.5,18.09,2.5,2.5,2.5,166,7,SSE
8/17/15 12:25,2.5,2.5,17.65,2.5,2.5,2.5,157,8,SSE
8/17/15 12:30,2.5,2.5,16.88,2.5,2.5,2.5,149,8,SSE
8/17/15 12:35,2.5,2.5,15.33,2.5,2.5,2.5,146,7,SE
8/17/15 12:40,2.5,2.5,14.14,2.5,2.5,2.5,163,7,SSE
8/17/15 12:45,2.5,2.5,14.49,2.5,5.28,2.5,160,7,SSE
8/17/15 12:50,2.5,2.5,14.93,2.5,2.5,2.5,163,7,SSE
8/17/15 12:55,2.5,2.5,15.19,2.5,2.5,2.5,162,7,SSE
8/17/15 13:00,2.5,2.5,15.51,2.5,2.5,2.5,157,6,SSE
8/17/15 13:05,2.5,2.5,16.08,2.5,2.5,2.5,158,7,SSE
8/17/15 13:10,2.5,2.5,17.23,2.5,2.5,2.5,153,7,SSE
8/17/15 13:15,2.5,2.5,17.71,2.5,2.5,2.5,168,7,SSE
8/17/15 13:20,2.5,2.5,18.05,2.5,2.5,2.5,150,6,SSE
8/17/15 13:25,2.5,2.5,18.57,2.5,2.5,2.5,150,8,SSE
8/17/15 13:30,2.5,2.5,19.8,2.5,2.5,2.5,156,8,SSE
8/17/15 13:35,2.5,2.5,19.47,2.5,2.5,2.5,163,7,SSE
8/17/15 13:40,2.5,2.5,20.03,2.5,2.5,2.5,164,7,SSE
8/17/15 13:45,2.5,2.5,20.32,2.5,2.5,2.5,153,8,SSE
8/17/15 13:50,2.5,2.5,21.32,2.5,2.5,2.5,151,8,SSE
8/17/15 13:55,2.5,2.5,21.04,2.5,2.5,2.5,159,6,SSE
8/17/15 14:00,2.5,2.5,22.01,2.5,2.5,2.5,172,6,S
8/17/15 14:05,2.5,2.5,21.95,2.5,2.5,2.5,164,6,SSE
8/17/15 14:10,2.5,2.5,22.46,2.5,2.5,2.5,155,8,SSE
8/17/15 14:15,2.5,2.5,22.44,2.5,2.5,2.5,161,8,SSE
8/17/15 14:20,2.5,2.5,22.44,2.5,2.5,2.5,163,7,SSE
8/17/15 14:25,2.5,2.5,22.54,2.5,2.5,2.5,165,8,SSE
8/17/15 14:30,2.5,2.5,22.94,2.5,2.5,2.5,166,8,SSE
8/17/15 14:35,2.5,2.5,23.12,2.5,2.5,2.5,163,8,SSE
8/17/15 14:40,2.5,2.5,23.23,2.5,2.5,2.5,161,8,SSE
8/17/15 14:45,2.5,2.5,22.63,2.5,2.5,2.5,159,8,SSE
8/17/15 14:50,2.5,2.5,22.97,2.5,2.5,2.5,161,8,SSE
8/17/15 14:55,2.5,2.5,23.67,2.5,2.5,2.5,166,7,SSE
8/17/15 15:00,2.5,2.5,23.57,2.5,2.5,2.5,164,7,SSE
8/17/15 15:05,2.5,2.5,24.03,2.5,2.5,2.5,162,7,SSE
8/17/15 15:10,2.5,2.5,23.03,2.5,2.5,2.5,160,8,SSE
8/17/15 15:15,2.5,2.5,23.62,2.5,2.5,2.5,158,9,SSE
8/17/15 15:20,2.5,2.5,23.67,2.5,2.5,2.5,158,9,SSE
8/17/15 15:25,2.5,2.5,23,2.5,2.5,2.5,157,8,SSE
8/17/15 15:30,2.5,2.5,23.03,2.5,2.5,2.5,164,9,SSE
8/17/15 15:35,2.5,2.5,22.9,2.5,2.5,2.5,164,7,SSE
8/17/15 15:40,2.5,2.5,23.68,2.5,2.5,2.5,155,9,SSE
8/17/15 15:45,2.5,2.5,23.82,2.5,2.5,2.5,159,8,SSE
8/17/15 15:50,2.5,2.5,24.03,2.5,2.5,2.5,155,8,SSE
8/17/15 15:55,2.5,2.5,25.52,2.5,2.5,2.5,160,8,SSE
8/17/15 16:00,2.5,2.5,25.11,2.5,2.5,2.5,160,8,SSE
8/17/15 16:05,2.5,2.5,26.58,2.5,2.5,2.5,175,7,S
8/17/15 16:10,2.5,2.5,23.29,2.5,2.5,2.5,165,8,SSE
8/17/15 16:15,2.5,2.5,21.15,2.5,2.5,2.5,164,7,SSE
8/17/15 16:20,2.5,2.5,20.4,2.5,2.5,2.5,172,8,S
8/17/15 16:25,2.5,2.5,17.81,2.5,2.5,2.5,161,7,SSE
8/17/15 16:30,2.5,2.5,16.07,2.5,2.5,2.5,164,8,SSE
8/17/15 16:35,2.5,2.5,14.64,2.5,2.5,2.5,168,8,SSE
8/17/15 16:40,2.5,2.5,14.17,2.5,2.5,2.5,166,6,SSE
8/17/15 16:45,2.5,2.5,14.38,2.5,2.5,2.5,166,6,SSE
8/17/15 16:50,2.5,2.5,14.52,2.5,2.5,2.5,161,9,SSE
8/17/15 16:55,2.5,2.5,15.22,2.5,2.5,2.5,159,9,SSE
8/17/15 17:00,2.5,2.5,17.02,2.5,2.5,2.5,161,9,SSE
8/17/15 17:05,2.5,2.5,17.63,2.5,2.5,2.5,162,9,SSE
8/17/15 17:10,2.5,2.5,17.05,2.5,2.5,2.5,166,7,SSE
8/17/15 17:15,2.5,2.5,17.05,2.5,2.5,2.5,152,9,SSE
8/17/15 17:20,2.5,2.5,18.56,2.5,2.5,2.5,151,9,SSE
8/17/15 17:25,2.5,2.5,20.33,2.5,2.5,2.5,149,9,SSE
8/17/15 17:30,2.5,2.5,20.81,2.5,2.5,2.5,148,11,SSE
8/17/15 17:35,2.5,2.5,21.3,2.5,2.5,2.5,152,9,SSE
8/17/15 17:40,2.5,2.5,21.08,2.5,2.5,2.5,151,10,SSE
8/17/15 17:45,2.5,2.5,22.34,2.5,2.5,2.5,153,6,SSE
8/17/15 17:50,2.5,2.5,25.3,2.5,2.5,2.5,150,9,SSE
8/17/15 17:55,2.5,2.5,25.72,2.5,2.5,2.5,157,10,SSE
8/17/15 18:00,2.5,2.5,24.14,2.5,2.5,2.5,153,9,SSE
8/17/15 18:05,2.5,2.5,21.68,2.5,2.5,2.5,162,8,SSE
8/17/15 18:10,2.5,2.5,19.46,2.5,2.5,2.5,155,8,SSE
8/17/15 18:15,2.5,2.5,17.98,2.5,2.5,2.5,155,8,SSE
8/17/15 18:20,2.5,2.5,17.43,2.5,2.5,2.5,160,9,SSE
8/17/15 18:25,2.5,2.5,16.26,2.5,2.5,2.5,158,8,SSE
8/17/15 18:30,2.5,2.5,15.59,2.5,2.5,2.5,155,9,SSE
8/17/15 18:35,2.5,2.5,15.01,2.5,2.5,2.5,153,10,SSE
8/17/15 18:40,2.5,2.5,14.34,2.5,2.5,2.5,155,9,SSE
8/17/15 18:45,2.5,2.5,14.65,2.5,2.5,2.5,150,8,SSE
8/17/15 18:50,2.5,2.5,15.76,2.5,2.5,2.5,154,8,SSE
8/17/15 18:55,2.5,2.5,17.34,2.5,2.5,2.5,160,10,SSE
8/17/15 19:00,2.5,2.5,16.37,2.5,5.46,2.5,161,10,SSE
8/17/15 19:05,2.5,2.5,16.93,2.5,5.92,2.5,155,9,SSE
8/17/15 19:10,2.5,2.5,18.97,2.5,2.5,2.5,157,8,SSE
8/17/15 19:15,2.5,2.5,20.55,2.5,2.5,2.5,147,10,SSE
8/17/15 19:20,2.5,2.5,23.27,2.5,2.5,2.5,147,9,SSE
8/17/15 19:25,2.5,2.5,24.11,2.5,2.5,2.5,159,8,SSE
8/17/15 19:30,2.5,2.5,23.85,2.5,2.5,2.5,152,9,SSE
8/17/15 19:35,2.5,2.5,23.67,2.5,2.5,2.5,162,9,SSE
8/17/15 19:40,2.5,2.5,22.78,2.5,2.5,2.5,152,8,SSE
8/17/15 19:45,2.5,2.5,22.13,2.5,2.5,2.5,154,7,SSE
8/17/15 19:50,2.5,2.5,21.34,2.5,2.5,2.5,151,9,SSE
8/17/15 19:55,2.5,2.5,20.8,2.5,2.5,2.5,156,10,SSE
8/17/15 20:00,2.5,2.5,20.53,2.5,2.5,2.5,160,8,SSE
8/17/15 20:05,2.5,2.5,20.37,2.5,2.5,2.5,167,9,SSE
8/17/15 20:10,2.5,2.5,20.24,2.5,2.5,2.5,163,9,SSE
8/17/15 20:15,2.5,2.5,20.26,2.5,2.5,2.5,171,8,S
8/17/15 20:20,2.5,2.5,20.41,2.5,2.5,2.5,167,9,SSE
8/17/15 20:25,2.5,2.5,19.58,2.5,2.5,2.5,164,10,SSE
8/17/15 20:30,2.5,2.5,18.89,2.5,2.5,2.5,167,10,SSE
8/17/15 20:35,2.5,2.5,18.04,2.5,2.5,2.5,164,9,SSE
8/17/15 20:40,2.5,2.5,18,2.5,2.5,2.5,161,9,SSE
8/17/15 20:45,2.5,2.5,17.74,2.5,2.5,2.5,165,9,SSE
8/17/15 20:50,2.5,2.5,17.7,2.5,2.5,2.5,169,9,SSE
8/17/15 20:55,2.5,2.5,17.45,2.5,2.5,2.5,162,9,SSE
8/17/15 21:00,2.5,2.5,17.66,2.5,2.5,2.5,170,8,S
8/17/15 21:05,2.5,2.5,17.98,2.5,2.5,2.5,170,8,S
8/17/15 21:10,2.5,2.5,17.78,2.5,2.5,2.5,155,8,SSE
8/17/15 21:15,2.5,2.5,18.19,2.5,2.5,2.5,167,9,SSE
8/17/15 21:20,2.5,2.5,18.14,2.5,2.5,2.5,157,9,SSE
8/17/15 21:25,2.5,2.5,18.28,2.5,2.5,2.5,160,8,SSE
8/17/15 21:30,2.5,2.5,18.71,2.5,2.5,2.5,162,9,SSE
8/17/15 21:35,2.5,2.5,18.81,2.5,2.5,2.5,159,9,SSE
8/17/15 21:40,2.5,2.5,19.18,2.5,2.5,2.5,157,10,SSE
8/17/15 21:45,2.5,2.5,19.25,2.5,2.5,2.5,158,11,SSE
8/17/15 21:50,2.5,2.5,18.97,2.5,2.5,2.5,163,9,SSE
8/17/15 21:55,2.5,2.5,20.25,2.5,2.5,2.5,164,5,SSE
8/17/15 22:00,2.5,2.5,20.03,2.5,2.5,2.5,166,5,SSE
8/17/15 22:05,2.5,2.5,19.37,2.5,2.5,2.5,162,7,SSE
8/17/15 22:10,2.5,2.5,18.91,2.5,2.5,2.5,170,8,S
8/17/15 22:15,2.5,2.5,19.14,2.5,2.5,2.5,179,9,S
8/17/15 22:20,2.5,2.5,18.98,2.5,2.5,2.5,182,9,S
8/17/15 22:25,2.5,2.5,19.12,2.5,2.5,2.5,190,9,S
8/17/15 22:30,2.5,2.5,19.43,2.5,2.5,2.5,191,10,S
8/17/15 22:35,2.5,2.5,19.08,2.5,2.5,2.5,180,7,S
8/17/15 22:40,2.5,2.5,19.03,2.5,2.5,2.5,173,6,S
8/17/15 22:45,2.5,2.5,18.88,2.5,2.5,2.5,173,6,S
8/17/15 22:50,2.5,2.5,18.62,2.5,2.5,2.5,175,6,S
8/17/15 22:55,2.5,2.5,17.7,2.5,2.5,2.5,186,5,S
8/17/15 23:00,2.5,2.5,17.5,2.5,2.5,2.5,157,6,SSE
8/17/15 23:05,2.5,2.5,17.82,2.5,2.5,2.5,169,6,SSE
8/17/15 23:10,2.5,2.5,17.96,2.5,2.5,2.5,158,8,SSE
8/17/15 23:15,2.5,2.5,17.44,2.5,2.5,2.5,166,7,SSE
8/17/15 23:20,2.5,2.5,17.5,2.5,2.5,2.5,186,7,S
8/17/15 23:25,2.5,2.5,17.42,2.5,2.5,2.5,191,7,S
8/17/15 23:30,2.5,2.5,17.85,2.5,2.5,2.5,180,5,S
8/17/15 23:35,2.5,2.5,17.5,2.5,2.5,2.5,194,7,SSW
8/17/15 23:40,2.5,2.5,17.29,2.5,2.5,2.5,206,8,SSW
8/17/15 23:45,2.5,2.5,17.63,2.5,2.5,2.5,198,8,SSW
8/17/15 23:50,2.5,2.5,17.36,2.5,2.5,2.5,204,9,SSW
8/17/15 23:55,2.5,2.5,17.95,2.5,2.5,2.5,185,6,S
8/18/15 0:00,2.5,2.5,18.3,2.5,2.5,2.5,195,7,SSW
8/18/15 0:05,2.5,2.5,18.15,2.5,2.5,2.5,171,7,S
8/18/15 0:10,2.5,2.5,17.63,2.5,2.5,2.5,189,7,S
8/18/15 0:15,2.5,2.5,17.63,2.5,2.5,2.5,189,7,S
8/18/15 0:20,2.5,2.5,17.72,2.5,2.5,2.5,189,8,S
8/18/15 0:25,2.5,2.5,17.73,2.5,2.5,2.5,188,9,S
8/18/15 0:30,2.5,2.5,17.82,2.5,2.5,2.5,197,7,SSW
8/18/15 0:35,2.5,2.5,16.92,2.5,2.5,2.5,182,5,S
8/18/15 0:40,2.5,2.5,17.36,2.5,2.5,2.5,182,8,S
8/18/15 0:45,2.5,2.5,17.6,2.5,2.5,2.5,188,8,S
8/18/15 0:50,2.5,2.5,17.33,2.5,2.5,2.5,187,6,S
8/18/15 0:55,2.5,2.5,17.79,2.5,2.5,2.5,188,7,S
8/18/15 1:00,2.5,2.5,17.09,2.5,2.5,2.5,185,6,S
8/18/15 1:05,2.5,2.5,16.73,2.5,2.5,2.5,187,7,S
8/18/15 1:10,2.5,2.5,17.25,2.5,2.5,2.5,201,8,SSW
8/18/15 1:15,2.5,2.5,17.35,2.5,2.5,2.5,186,5,S
8/18/15 1:20,2.5,2.5,17.68,2.5,2.5,2.5,184,6,S
8/18/15 1:25,2.5,2.5,17.66,2.5,2.5,2.5,172,6,S
8/18/15 1:30,2.5,2.5,18.06,2.5,2.5,2.5,185,7,S
8/18/15 1:35,2.5,2.5,17.04,2.5,2.5,2.5,177,7,S
8/18/15 1:40,2.5,2.5,17.03,2.5,2.5,2.5,183,7,S
8/18/15 1:45,2.5,2.5,17.18,2.5,2.5,2.5,195,7,SSW
8/18/15 1:50,2.5,2.5,17.66,2.5,2.5,2.5,180,8,S
8/18/15 1:55,2.5,2.5,17.42,2.5,2.5,2.5,188,8,S
8/18/15 2:00,2.5,2.5,17.93,2.5,2.5,2.5,186,9,S
8/18/15 2:05,2.5,2.5,17.85,2.5,2.5,2.5,176,8,S
8/18/15 2:10,2.5,2.5,17.98,2.5,2.5,2.5,202,8,SSW
8/18/15 2:15,2.5,2.5,17.59,2.5,2.5,2.5,185,7,S
8/18/15 2:20,2.5,2.5,17.84,2.5,2.5,2.5,185,6,S
8/18/15 2:25,2.5,2.5,17.59,2.5,2.5,2.5,193,6,SSW
8/18/15 2:30,2.5,2.5,16.91,2.5,2.5,2.5,191,6,S
8/18/15 2:35,2.5,2.5,16.93,2.5,2.5,2.5,205,6,SSW
8/18/15 2:40,2.5,2.5,17.3,2.5,2.5,2.5,173,5,S
8/18/15 2:45,2.5,2.5,17.63,2.5,2.5,2.5,201,7,SSW
8/18/15 2:50,2.5,2.5,17.06,2.5,2.5,2.5,188,7,S
8/18/15 2:55,2.5,2.5,17.66,2.5,2.5,2.5,196,8,SSW
8/18/15 3:00,2.5,2.5,17.97,2.5,2.5,2.5,202,9,SSW
8/18/15 3:05,2.5,2.5,17.88,2.5,2.5,2.5,197,9,SSW
8/18/15 3:10,2.5,2.5,18.32,2.5,2.5,2.5,210,8,SSW
8/18/15 3:15,2.5,2.5,17.23,2.5,2.5,2.5,182,7,S
8/18/15 3:20,2.5,2.5,17.35,2.5,2.5,2.5,193,7,SSW
8/18/15 3:25,2.5,2.5,16.52,2.5,2.5,2.5,188,6,S
